srn,nsite_id,facility_name
,-1284635349169760439,MPB Restorations
P0851,1275014473410458568,KBR Recycling (P0851)
M4782,-4080903591041531552,US Ecology Michigan (M4782)
,6553207479257822448,"Maybee, Inc."
,-5825966527395303106,Oval Supercoop Instructional Facility
,7425792222131120597,GIRAUD TRUCKING
,-7654714879762916168,"COMMUNITY STRIPPING, INC"
H5877,7038752957630514915,Eastern MI University (H5877)
,-7470738572487815599,Bemis Road
,1625841559134995526,Lincoln High Schoool
,-4478284895639941171,Anhydrous Ammonia Farm Tank
,-7558307361436763440,Cueter Chrysler Jeep Dodge Collision Center
N6990,-3048445533857114452,El Paso Merchant Energy Company (N6990)
,-2959612610715298682,JOHN LEE JEEP-EAGLE
F6445,756388827219212215,MAYBEE FARMERS CO-OP INC (F6445)
,-8706111299929665447,Mitchel's Storage
,-5065299278444916452,"TurboDry, LLC"
,-8029693942049429823,Unknown smoke and odors
N7926,493450080427572820,WOODYARD TOOL & MFG (N7926)
,-4243681824606464349,Zach
P0373,-5014410144311924608,7232 JACKSON ROAD LLC (P0373)
,-4006913744998891548,STERLING POWER SYSTEMS
,-1984847546122336503,MacKenzie Companies
B8874,-1348592406068287431,THETFORD CORP (B8874)
N6986,635872382618907363,Hoover investments Inc (N6986)
,789514658673636796,Optiflow
,1835660920554156119,"PLASTERER'S ENTERPRISES, INC"
,1851240616744713529,"D & E COLLISION, INC"
,2838321967640090355,"BALANCE TECHNOLOGY, INC"
N3014,3417759326637418463,SHERIDAN BOOKS (N3014)
N2493,3715495837965912235,"Flow Ezy Filters, Inc. (N2493)"
N7057,3784620966564400303,Littlefield & Sons Furniture Service Inc (N7057)
A6799,6615922702736571152,GENERAL SCIENTIFIC CORPORATION (A6799)
N2704,7070072028066713691,COY LAB PRODUCTS INC (N2704)
,7536199701628823248,"ALLIED, INC"
,-7875738537848505188,MICROFILMS
N1998,-7141020793306146747,WASHTENAW CO ROAD COMMISSION (N1998)
,-5854681454577734459,J W CHAIN INDUSTRIES
N2090,-5068731995039825739,MALLOY INC (N2090)
N2417,-933173138661317033,CRAMER TECH COATING INC (N2417)
N0775,5014956190391953909,TERUMO CARDIOVASCULAR SYS. (N0775)
N8132,5373015615733450738,"LOWE'S HOME CENTERS, INC (N8132)"
,7194344435496167765,UNKNOWN
A6801,7625443176871202114,Danmar Products (A6801)
P0892,-5067094979961530769,McCully Recycle (P0892)
P1456,-3939873169448738112,"LGC Genomics, LLC (P1456)"
,-2739406170757113569,Dextech Fastener Technologies
,-1866804581624124293,LaFontaine Chevrolet
N7596,-146565414341290905,DEXTER FASTENER TECHNOLOGIES INC. (N7596)
N5408,2196001099175251123,Thompson Recycle Co (N5408)
N3267,2427817133973516460,DAPCO INDUSTRIES (N3267)
P0622,4601104550600923808,STATELINE CRUSHING (P0622)
P0749,5075031423758634338,Stateline Crushing - KPI 3055 V Jaw Crusher (P0749)
B4265,-6426530245239011546,"CADILLAC ASPHALT, LLC, Ann Arbor (B4265)"
N6514,-5729418523096035299,FENDT BUILDERS SUPPLY INC (N6514)
,-5227094571710755270,R.F. Day
B7521,-3180837517407101619,Michigan Innovation Headquarters (B7521)
B6069,-1789215295225192870,Superior Materials (B6069)
,258702228811449041,ANN ARBOR PUBLIC SCHOOLS
,611148665635488642,"ROSEDALE PRODUCTS, INC"
,8054215727907625983,"ZAHN AUTO SERVICE, INC"
H5841,-8682842158044982668,Mercywood Hospital (H5841)
,-7136334633598397799,"G & S Metals, Inc."
M3983,-2862251828417216228,"Arnets, Inc. (M3983)"
N2110,2361079788072418158,GALLATIN AND SOCHA METALS (N2110)
N6982,2421999501012348237,A & M Pet Crematory & Memorials (N6982)
N5810,5684944005217754240,"Endress+Hauser Optical Analysis, Inc. (N5810)"
P0297,5806390095284289425,ARBOR COATINGS TECHNOLOGIES (P0297)
,-6654993421834393514,L ROSS PRINTED CIRCUITS
P0028,-5732235580297581773,Speedway SuperAmerica LLC #2373 (P0028)
N5803,2680193890008354661,NAGEL PRECISION INC (N5803)
,4547018567999296350,UNOCAL CORPORATION
P0218,5362272449800963203,Spectrum Control Inc. (P0218)
B2057,7335381802978031475,THETFORD CORP (B2057)
N2507,9133555077666359911,THE NEWMAN GROUP (N2507)
N5812,-7568247180426562459,THOMSON SHORE INC (N5812)
,-5289139139406371678,Dexter Wastewater Treatment Plant
N5805,-950372315517607317,"Northern Pizza Equipment, Inc. (N5805)"
N1119,4607187696919897583,Alpha Metal Finishing (N1119)
N5862,5073607182094255771,INDUSTRIAL TECTONICS (N5862)
,5747549236500013147,BP OIL GASOLINE STATION
,-6330225287659180675,ANN ARBOR MACHINE COMPANY
P0343,-5442306697023730244,LITTLEFIELD & SONS FURNITURE SERVICE INC. (P0343)
,2095684085595730570,"Varsity Ford, Inc."
N7577,2671592873733412766,FTVA LLC (N7577)
,7062498489902738731,SPEARS FIRE & SAFETY SERVICE
,-8875381614348438232,ANN ARBOR PUBLIC SCHOOLS
N5977,-7681049010218697242,CITY OF ANN ARBOR (N5977)
,-342534175966213071,Argus Farm Stop
,3315204012748241370,ANN ARBOR CIRCUITS
,8517467080842522606,ANN ARBOR PUBLIC SCHOOLS
,-5131390615469481840,Corrigan Oil Co.
,3794336560719277635,Concept Alloys
P1367,3840668082077100585,ENVIRONMENTAL WOOD SOLUTIONS II LLC (P1367)
B2284,7644846957536821890,"Cadillac Asphalt, L.L.C. (B2284)"
,-6761650080403223863,MICHIGAN FEDERATION OF FOOD CO-OPS (DAILY GRIND)
,-3230245396442452277,ROSS-BEAKES COLLISION
,2482287734434641811,Huron Contractors
,4309554607607719144,NOBILETTE CYCLES
,-4891521527216764691,LARRY'S SUNOCO
,-1099028202466406051,Michigan Cleaners
N2459,1799497677921498443,EBERBACH CORPORATION (N2459)
,7448133961624946730,Budget Cleaners
,-6425499296211508163,Unknown Plastics Company - Hamburg
,-3931018607723966368,Monroe Rubbish- Equipment Storage and Paint Booth
,8445196051034782312,Delta Management
,-8270096314308837104,D&H Asphalt
N5509,-6336125030732675056,Extreme Machine (N5509)
,7514553187199053820,Monroe Rubbish- Transfer Station
B4308,-3420926780479704089,HOSKINS MANUFACTURING CO (B4308)
B8844,4267113786537531047,R & B Manufacturing Co. (was Flexible Metals) (B8844)
N3725,8358452206913191168,HOP IN OF MICHIGAN (N3725)
N5596,1684536643986452631,FAST TRACK VENTURES ASQUISITIONS LLC (N5596)
B2330,4513627555886938684,WOODBRIDGE CORP (B2330)
N6815,5236244061337389441,Polly Market (N6815)
P1660,2631611096077928872,"Ann Arbor Sand & Gravel, Inc. (P1660)"
,6729830106334152230,Tri-City Aggregates; Ann Arbor Sand & Gravel
N6254,9063321164873778031,T M DEVELOPMENT LLC (N6254)
,-1071663715955239282,Torch Surface Technologies (Tronex)
,3352959060217763908,Unknown Plaza Drive Whitmore Lake
,7060599435168639910,Espresso Royale
,5226787979858799613,Chelsea Area Construction Agency
N5881,7665945371169931704,CLARK REFINING & MARKETING (N5881)
,1226154746516945648,Green Oak Township
N5548,6331057616422050596,GREEN OAK TOWNSHIP POLICE STATION (N5548)
N5865,-909743694501776357,MASCOTECH TUBULAR PRODUCTS INC (N5865)
N7891,6614240364761447083,Green Oak Memorial Services Company (N7891)
,-8875860073526954684,Dennis Linder
,5903639769931938467,Jenny's Farm Stand
,-6786265765255975995,ANN ARBOR PUBLIC SCHOOLS
,-1208692599024350624,ANN ARBOR PUBLIC SCHOOLS
B8895,-1634056820750945328,ASTRO CAP MFG (B8895)
,1082313338046747500,Bullion Sales Inc.
,2299697007840187006,C F BRAUN COMPANY
N0524,-1197379400057401182,DETROIT ABRASIVE CO (N0524)
,-2890295472732389514,DG HAULING
,-8319897780336776877,"DON'S BODY SHOP, INC"
,1106292205649626841,"HOP-IN OF MICHIGAN, INC"
P1286,-3279762063737297234,MBAF LLC (P1286)
,3524355935395549713,MICHIGAN DEPT OF CORRECTIONS
,613178345991325180,Northfield Township
,-1815404601843778592,Patriot Heating and Cooling
,-6206502399304121830,"PIEDMONT CONCRETE, INC"
P0854,3507725551573842467,Razorback Metals LLC (P0854)
P0857,2323450119289972264,Regal Auto Parts (P0857)
N6424,4356930425580022461,STONECO-ZEEB RD DIV 85 (N6424)
N1793,-8174437306445240661,SWEEPSTER LLC (N1793)
B8642,384405048534028769,Wyman-Gordon Company (B8642)
B4895,-6624212090502196176,TONY ANGELO CONSTRUCTION CO (B4895)
,-6271491721792466565,Suburban Collection Showplace
P1136,-5557550553723449532,Burroughs Material Company (P1136)
N1427,-4288873117017631625,Cheyenne Express Trucking (N1427)
P0801,-3565011471963612905,Burroughs Materials Company (P0801)
N8273,-3454992765297070263,Ascension Providence Park Hospital (N8273)
,-1972944037416732166,Rokan Corporation
N3798,-1161043551399484590,NORTHERN AMPOWER CORP (N3798)
,-33311025613100835,USA-2-GO Shell Gas Station
N6573,3731610089122882282,Novi Crushed Concrete (N6573)
N3629,4534986117654889942,"Harmonsign, Inc., dba Planet Neon  (N3629)"
,4543483824222376121,"Numatics, Inc."
N7401,5790477063310935147,NOVI CRUSHED CONCRETE (N7401)
B6272,6609220637498386897,Wixom Ready Mix (B6272)
,7232855138960752789,Matheson
,7257390689314115913,"Toyota Boshoku America, Inc."
M4093,-6519720311036366903,GRACO INC (M4093)
P0316,-5041768334231583371,"Dumarey USA, LLC (P0316)"
,-3066791964865929601,COFFEE EXPRESS
N6327,-1572930855882676749,"Federal-Mogul Powertrain, LLC (N6327)"
P0168,-1036367325234807453,Humanetics (P0168)
,-336057968629892630,Red Spot Coatings
N5864,74169882319321465,"Adient US, LLC (N5864)"
N7146,620594244874664736,AVL POWERTRAIN ENGINEERING INC (N7146)
N7210,1846708734435351969,DRAW TITE INC (N7210)
P0594,2427504844463887978,MAGNA CLOSURES LIGHTING DIVISION (P0594)
P1490,3087009594737606964,"NYX, LLC (P1490)"
M4778,3679829250180012272,COFFEE EXPRESS COMPANY (M4778)
N7512,5516789655806698114,"Webasto-Edscha Cabrio USA, Inc. (N7512)"
P0701,6691148133115897157,BAUD Industries Inc. (P0701)
P1161,8250000057881726595,"Kemin Industries, Inc. (P1161)"
,-5089077520092513872,CVS Pharmacy
B8851,-4795267189182513401,SUN STEEL TREATING INC (B8851)
,-4430673400743453309,South Lyon Grain Elevator
A4741,4975167195172793,"Michigan Seamless Tube, LLC (A4741)"
B6087,2202581617112033273,HORNET CONCRETE CO INC (B6087)
,2730077949351634137,Sulja Family
N2801,3012397196510003087,SERVICE IRON WORKS INC (N2801)
,3062164013920671963,Stone Depot/Landscape Supply Co
,3596855470517373932,"Martin Luther Memorial Home, Inc."
,4944586076463838828,RAPID MULCH
,4984470723695818223,Federated Oil & Gas Properties
,6136978928935559490,SHOWERMANS IGA
,8392814728488344312,Unknown Source in South Lyon
,8962992650985609396,Apartment Building in South Lyon
,-6489924888115081073,Clean Green Energy
N8338,-3793502056248258619,Battery Solutions Recovery LLC (N8338)
,-2033196073731849052,Amerivet
B5823,-1864989514955795033,Ajax Materials Corporation - Plant 6 (B5823)
,1215545053817138061,Phoenix Polymer Compounding LLC
,3427825960536491813,Microgauge
,5281568797144804860,"BEAGLE SAND & GRAVEL, INC"
,5884419842604765194,BARRINGTON CHEMICALS COMPANY
,8982699266248177448,"MILLMET RESOURCES, INC"
,-4240454140464700035,COFFEE EXPRESS
,-2172485075219938287,Comercial Building
,-609261790801280525,A2 Auto Center
N7344,301534902362606694,M. L. CHARTIER INC. (N7344)
,362096778976140221,Commercial Building
N5955,2590120232356464980,LOTUS ENGINEERING INC (N5955)
,4388725146790381078,COFFEE EXPRESS COMPANY
N2717,8417233779998779542,ASCOTT CORPORATION (N2717)
,-4842261188520265562,US Foods
P1244,-3786911568749306568,NLB Corporation (P1244)
B1960,-2305730587710235947,"Cadillac Asphalt LLC., Wixom (B1960)"
,-1489870852852552010,Unknown
,2768930326605285921,DTE Gas Company
B6282,5311596006138059221,CLAWSON CONCRETE CO (B6282)
,8293203827575655776,American Expedition Vehicles
,-5661658311900336248,ANN ARBOR PUBLIC SCHOOLS
N7921,1484636607887201872,NSF INTERNATIONAL (N7921)
N8232,1494169180683522798,"AISIN World Corp of America, Inc.  (N8232)"
N2915,3101610173881202928,Toyota Motor North America R&D (N2915)
,3542708940779832590,TOYOTA MOTOR NORTH AMERICA R&D
P0056,4731106309435427594,Martin Luther King Jr Elementary (P0056)
N5813,6336530516704440266,United States Geological Survey-Dept. of Interior (N5813)
N6625,-7603694828798921680,Littlefield & Sons Furniture Service Inc (N6625)
,-7158881570779512140,ANN ARBOR PUBLIC SCHOOLS
M0226,-6403433635296697151,Ann Arbor Public Schools (M0226)
H5265,-339977196544242409,"EDWARDS BROTHERS, INC. (H5265)"
,2173778070449742588,VICTORY LANE QUICK OIL CHANGE
,2784364798551547971,OLD GLORY FURNITURE RESTOR
,4069603918429679141,Residentail Facility
M0675,-4240258741711793950,University of Michigan (M0675)
,2336411042816026153,UNIVERSITY OF MICHIGAN HOSPITALS
M3653,5543668600115277608,V A MEDICAL CENTER (M3653)
,5681369490169272589,City of Ann Arbor
,7516122914329828588,HURON TOWERS
,7789438431734336406,ANN ARBOR PUBLIC SCHOOLS
N1370,-7452971882682490667,SUPERIOR COATINGS  INC (N1370)
N2474,-4113144247374129491,FINISHING SERVICES INC (N2474)
,-2198510546683979992,PENINSULAR PAPER COMPANY
N5780,-1666424522400319608,"SUNOCO, INC. (N5780)"
N7886,242132128642448120,Hyundai America Technical Center Inc. (HATCI) (N7886)
N6757,7643909650050353760,Platinum Power LLC (N6757)
,-3602637385290901848,Bob's Collision
P0358,-1334266833993045109,Kraken Crushed Concrete & Recycling (P0358)
,-1194242252385100852,"EMERALD RNG, LLC"
N2083,3733901254148435824,DWWD INC (N2083)
,4515287653934392794,Diamond Tire
N2136,6991545145953015763,"J&J Farmer Leasing, Inc. (N2136)"
,-2980153696375289835,"HOOVER UNIVERSAL, INC"
,-2978692553919330697,Unknown Whitmore Lake
,-2410367033545063945,WHITMORE LAKE NURSING CENTER
,-681843806905565976,"TRUCK TIRE BANDAGE SALES, INC"
,1799623626363707370,Residential Home
N1861,-3936616858140624795,Holloway Construction Co (N1861)
,-2970817567382182800,"Firebolt Group, Inc."
,2077840594996977524,Michigan Mobile
,6324013438033523483,"Adams Oil, Inc. Mobil Gas Station"
,6975331210447151738,"SuperAbrasives, Inc."
,-3860406466888623518,ANN ARBOR PUBLIC SCHOOLS
,2804456744504875752,Arbor Cleaners
,3678884490613854720,ANN ARBOR PUBLIC SCHOOLS
,5721082289804307126,ANN ARBOR PUBLIC SCHOOLS
,6660045549480121748,JOHN LEE OLDSMOBILE
,-4226037146506288386,Central Conveyor Company
N3947,-1738593744268602182,GORDON FOOD SERVICES INC (N3947)
,-86720837758297464,Kensington Rd Industrial Park
,5780888117247259328,"PEAKER SERVICES, INC"
N3450,5842322486828725375,QUALITY CULTURED MARBLE INC. (N3450)
,-8162928090472992564,Zip Code 48374 - Novi
,-4282279326336889285,LJ GRIFFIN FUNERAL HOME INC
,-1119296458159059424,Unknown
,-693316374024408752,Meadowbrook Nursing Home
,4523136350542639179,Unknown Source in Novi
N7156,-7994088915268363635,Great Lakes Water Authority (N7156)
P0659,-7212785256524413686,"Nexus Gas Transmissions, LLC (P0659)"
,-2133804063292797001,GMC Truck & Coach
,2936823325795133397,Boyer's Meat Custom Processing
,-6718429857470123716,PROGRAMMED PRODUCTS
M3984,-130582988320533798,United Memorial Gardens (M3984)
,1956468613834943249,Rick Perlongo
,8663137532787755149,KNOLLWOOD CEMETERY
P1488,-5064275074930604158,Emerald RNG LLC (P1488)
N1504,-4937599654678851055,"Arbor Hills Energy, LLC (N1504)"
P1504,-189751169049766339,"Arbor Hills Energy, LLC (P1504)"
N2688,8094300008956198244,"Arbor Hills Landfill, Inc. (N2688)"
,-2453064665058786222,"Shell Gas Station #2543, True North Energy, Inc."
N8055,4946837552427110791,IAV Automotive Engineering Inc. (N8055)
M4742,6093484096297146921,"SoulBrain Michigan, Incorporated (M4742)"
P0227,7018787705336382159,AGFA BP GAS (P0227)
N5040,-5953324787699638557,US EPA NATL VEHICLE&FUEL EMISSION (N5040)
P0116,-4047212698643390695,Speedway SuperAmerica LLC (SSA 8708) (P0116)
,5334294937386403554,INDUSTRIAL TECHNOLOGY INST
B2328,7487729020764635630,University of Michigan- former PFIZER GLOBAL R&D (B2328)
B5908,-4648816802149704753,Superior Sanitation (was T&D Asphalt & Concrete) (B5908)
P1103,6495897784322551658,Spring Mill Reclamation (P1103)
,6863751896630520609,Motor City Truck Collision
N3096,8364078183323899041,General Chemical Corp (N3096)
,-3813933512584804016,BFI SOUTHEASTERN MICHIGAN
,-2164784335333909072,Arbor Hills Composting Faciltiy
N1099,2485610067488232460,Consumers Energy - Northville Compressor Station (N1099)
,510576353362420619,Unknown Canton
,8158334550159479889,Lambert Funeral Home
,8742429819334928429,Unknown Odor Burning Plastic Rubber Wayne
P1327,-5687911961815048008,Caveman Crushing & Recycling LLC (P1327)
N7317,-5240860211404255721,CONTRACTORS STEEL COMPANY (N7317)
P0967,5459245686826645758,Constellium (P0967)
N7421,-4969942994213974674,DTE Gas Company - Willow Run Compressor Station (N7421)
N2824,4607811464852792457,Sensitile Systems (N2824)
L0147,8608025177186456945,Willow Run Public Schools (L0147)
,-6720640309478467498,CRUSHED CONCRETE SPEC
P1357,-5996911228744469671,Mid Michigan Materials - Vella Pit (P1357)
N2481,5023370744627566973,DOMINO'S PIZZA EQUIPMENT (N2481)
N6184,-8419495770899209998,KELLY OIL & GAS COMPANY (N6184)
,-980585511240002537,Lake Angela Co-op Apts
P0763,4854519638773723870,"Performance Springs, Inc. (P0763)"
,-9177740654220723696,Unknown facility in Oakland County
N1689,2378704667866049314,GREEN OAK INDUSTRIES (N1689)
,2831551098196030218,"Livingston County, Silver Lake Road"
M4806,-9117335690245492258,EUB&B2L1 (M4806)
,-8360311086239864486,Hidden Lake WWTP
N7743,5711206598470596557,GREEN OAK WATER CO (N7743)
,-8694081209136855495,Washtenaw Community College
,1962227021036154195,Residential
B2060,-9120874188804735676,Ann Arbor Wastewater Treatment Plant (B2060)
N2555,4676592788402544765,ELECTRO ARC MANUFACTURING CO (N2555)
B2806,-5450958021668837658,DTE Electric Company - Superior Peaking Facility (B2806)
M3431,7643386533592726086,TRINITY HEALTH ANN ARBOR (ST JOSEPH MERCY HOSPITAL (M3431)
N5734,-5096468799194271547,SUN CO INC (N5734)
P0776,-2070401186051244813,Whispering Pines Pet Cemetery and Crematory (P0776)
,-6611737902948713938,Karl's Cabin Restaurant
,8683236444294533195,Unknown
,-4523646482893313906,"Burrell Investments, LLC."
N6374,-3761586884579444342,Iron Horse (N6374)
,-1096410472601108923,Unknown - 48168 Zip Code
P1665,741926544735823273,Northville Crossing MHC WWTP (P1665)
,-1513804580278463162,Unknown Private Residence-Farm
,-603755753848861373,"RHETECH, INC"
,-4881375892661362538,ANN ARBOR BOARD OF EDUCATION
,-1489493386236687674,ANN ARBOR CONSTRUCTION COMPANY
M4036,-4405569354000853593,Ann Arbor News (M4036)
N2349,-2039754322046799387,ASHLEY AUTO SERVICE (N2349)
N3684,-6385206872751098188,CITY OF ANN ARBOR (N3684)
,-8351803323517663805,DTE Energy-MichCon Broadway St. former MGP site
,-3866519027066050861,DTE Energy-MichCon Broadway St. former MGP site
,-4744853768772186067,DTE Energy-MichCon Broadway St. former MGP site
,-2755568453053746810,"ESTECH, INC"
,-2883233229854429008,HURON VALLEY NATIONAL BANK
,-1423788156949139062,MICHIGAN BAPTIST HOMES & DIV
,-649405507954331008,NATIONAL BANK & TRUST COMPANY OF ANN ARBOR
,-4627692321903619105,SHIPMAN INVESTMENT COMPANY
P0914,-5935924105918559306,Steve's Autobody (P0914)
,-2278489653080551582,VALERON CORPORATION
,-868593915534669436,WASHTENAW COUNTY HUMANE SOCIETY
M4262,-8567094973126410574,LEAR SEATING CORP (M4262)
P0966,-7520667455436905199,John Johnson Company (P0966)
M4587,-7164048055700056451,"INTERNATIONAL PAINT STRIPPING, INC. (M4587)"
P1092,-5366858236121187030,Penske Logistics (P1092)
,-5084979261594861561,AZTEC MANUFACTURING CORP
N7648,-1977810916217606883,AJF INC (N7648)
M4645,-572562501178561276,H&J MANUFACTURING (M4645)
N0501,320768066673183048,REPUBLIC SERVICE INDUSTRIES (N0501)
M4492,4804266193848801822,Adient Romulus (M4492)
N0324,4942411442848676146,SEIBERT OXIDERMO INC. (N0324)
P1552,5770191932896561741,Westside Powder Coating (P1552)
N0325,5821954572035916316,SYNTHETEX INC (N0325)
P1381,7088378844042599676,HOME DEPOT USA INC (P1381)
,7984882772204240440,H / J MANUFACTURING SERVICES
P1353,-8585315050694930047,Unifirst Corporation (P1353)
,-7442519051058923893,"PROCESS PROTOTYPE, INC"
P0575,-5857641681789571147,See Vinewood Metal Craft SRN A8209 (P0575)
N7697,-5508528487408953632,"FINTEX, LLC (N7697)"
B2658,-4912852495853240952,Kerr Corporation - Romo Manufacturing (B2658)
A8209,-4367846055718010710,Vinewood Metalcraft Inc (A8209)
N6998,-2358527215351050840,The Oakwood Group (N6998)
B9201,-1159419481764365173,MPLX Terminals LLC - Romulus Terminal (B9201)
B3120,567904419167569135,Ajax Materials Corporation (B3120)
M4387,798222381631663034,PROCESS PROTOTYPE INC (M4387)
N7696,4495550013373721675,PLASTECH (N7696)
B8734,6654375169888665147,"ELDEN CYLINDER TESTING, INC. (B8734)"
M4796,6808452396699131910,"Republic Industrial and Energy Solutions, LLC (M4796)"
,-6487521750846534837,BEE CHEMICAL COMPANY
,-6050331038191700615,Belleiville Plating Company
M3749,-5043657903296165651,"Bell Induction Heating, Inc (M3749)"
,-3801241700256090393,82-10385 Haggerty Rd-Van Buren Twp
P0313,-2823008890354116578,EXXON MOBIL OIL CORPORATION (P0313)
,1925353364478765804,Willow Run Rubber
M1017,2734246336565683830,WYANDOTTE SAVINGS BANK (M1017)
,3102290145866899927,Huron Valley Steel Corp.
P1643,3468651249156181665,Panattoni Development Company (P1643)
B3100,6284245975186859491,Willow Run Rubber and Lining (B3100)
B6178,8022565984120979223,Huron Valley Steel Corporation (B6178)
B3101,8923925008763561943,MICROTECT DCT (B3101)
N4966,-6403573867624787587,Printwell (N4966)
,-5948869950697911284,NATIONAL BANK WYANDOTTE
A8266,-5744943843549571604,SAINT GOBIAN ABRASIVES (A8266)
,-1694498822617135153,FEDERAL EXPRESS CORPORATION
,1304421156336283374,NATIONAL BANK OF WYANDOTTE-TAYLOR
,2524246426556031391,"CONTINENTAL TRAILER, INC"
M4230,4013204428705859022,SATURN ELECTRONICS (M4230)
P0553,4761686972117543862,WINDSOR MACHINE & STAMPING US LTD (P0553)
N7691,6955244151448765838,LEAR - Taylor Plant (N7691)
,7405524008336003808,Aerostar Casting & Molds LLC
P1520,8960850151330676109,Federal Express Corporation (P1520)
,-7436911245281892295,Unknown - 48174 zip code
,-7345975129473368559,A123 ENVIRON BATTERY
B5836,-6957877580260640238,"Osborne Concrete Company, Inc. (B5836)"
N3024,-5963016860527543710,FEDERAL SCREW WORKS (N3024)
,-2064254450630505913,"VESCIO'S SUPERMARKET, INC"
N4961,-1717572134108541414,Johnston Lithograph Inc. (N4961)
P1251,2294294049082302986,"HERCULES CONCRETE, LLC (P1251)"
N7836,4064514926392597214,KREHER WIRE PROCESSING INC (N7836)
,8474593494184456673,BIRCLAR ELECTRIC & MACHINE
,8540140540708301642,"HICKMAN, WILLIAMS & COMPANY"
,9218728130549500534,"Hiekman, Williams & Company"
P0379,-8262016029231031883,"Next Tool, LLC (P0379)"
M4772,-7802472061843213380,WAYNE CO COMM COLLEGE WESTERN (M4772)
P0608,-7434471461570350175,"JP Morgan Chase Bank, National Association (P0608)"
,-4055128322739985806,SMW Manufacturing
,-3617070531891442535,Wyandotte Savings Bank
N7316,3854004754770650595,American Litho (N7316)
N6962,6066439659877866877,Excel Testing and Engineering LLC (N6962)
N8229,6097373817089292814,HOOSIER ENERGY REC INC (N8229)
M4410,6316711180240958904,"SMW Manufacturing, Inc. (M4410)"
N6458,-4434406725154439608,SYLVANIA SAND LLC (N6458)
N6837,-3766578160224654679,Rock Recyclers (N6837)
B6447,-2747323107881945576,"Great Lakes Aggregates, Dense Graded Jaw Plant (B6447)"
N2627,-1649490864538558587,"Great Lakes Aggregates, Hazemag Plant (N2627)"
N7618,-970910999964151142,"Great Lakes Aggregates, Terex Plant (N7618)"
N5241,-2757995376759694,"Great Lakes Aggregates, Sylvania Minerals (N5241)"
P1016,2472186300898065319,"Great Lakes Aggregates, Lippmann Plant (P1016)"
P1265,2940115884068465613,"Great Lakes Aggregates, Lippmann II Plant (P1265)"
P1365,8395990431494978261,Great Lakes Aggregates LLC (P1365)
P1596,-8500835297499753372,Osborne Concrete Company (P1596)
P1322,-7826766951891149176,Tore Corporation dba Elite Crushing (P1322)
M4744,-5341687581136465358,DETROIT AUTOMATIC TOOLING (M4744)
H6092,-3406181795940504472,UNIVAR Solutions USA LLC - ROMULUS BRANCH (H6092)
,-1254168518454504424,"ENVIRON, INC"
B4813,2682640293068934543,"Chemetall US, Inc. (B4813)"
B2174,2921058030333334361,"Cadillac Asphalt, LLC, Romulus (B2174)"
P1119,3498204191531772039,Tore Corp dba Elite Crushing (P1119)
,-8333427212060084852,FLAT ROCK BOARD OF EDUCATION
,-7268454072974225882,Miscellaneous Proposed Silica Sand Mining site
B8224,-5209517370948538038,Huron Valley Oil Co. (B8224)
M4768,-2574280815216693202,FLAT ROCK METAL INC (M4768)
,-2319518572971872618,Unknown - 48134 zip code
A7738,220471411980017266,"Scheel's Concrete, Inc. (A7738)"
N2633,4751917467450002555,MESSINA CONCRETE (N2633)
,5763609481531430773,POWERPLAY TRUCK AND TRAILER
,-8700160263444262554,MCDONALD'S CORPORATION
P1532,-7110401601477517417,B&D Cold Headed Products (P1532)
,806264359379138919,UNKNOWN
P0754,1903238411094425811,"SMW Manufacturing, Inc. (P0754)"
N7656,2209061210668923855,SUPERIOR SPINDLE (N7656)
A7837,3383491499753977759,United Brass Manufacturing (A7837)
N7755,6219502071624515691,"JOHNSON MATTHEY, INC. (N7755)"
M3428,6292808887688765435,OAKWOOD HERITAGE HOSPITAL (M3428)
B3472,-9081754768452068335,Voss Industries (B3472)
B2988,-3500643396001658545,Buckeye Terminal LCC-Dearborn Terminal (B2988)
B9050,-890051074621985160,BUCKEYE TERMINALS  LLC -DETROIT TAYLOR TERMINAL (B9050)
P0621,-289899100675461520,3S INTERNATIONAL LLC (P0621)
M3595,844135534808234495,QUALITY WIRE PROCESSING INC (M3595)
B9215,1364027531039887035,COUSINS PETROLEUM (B9215)
N0449,6953875760732273331,VINYL SHIELD INC/WALLSIDE WINDOWS (N0449)
,-3564609367582212084,Unknown - 48164 zip code
N6802,457237290899087598,STONECO INC (N6802)
M4406,1074547930733121984,BONSAL AMERICAN INC (M4406)
,1624106968714925878,HANNAN ROAD ELEMENTARY SCHOOL
M2973,1661391264923073927,"NEW BOSTON RTM, INC. (M2973)"
,2286357851145185731,"BONSAL AMERICAN, INC"
B4923,-7245920004846586395,"Stoneco of Michigan, Inc. (B4923)"
N3200,-2875276215042373198,STONECO-MILAN PLANT (N3200)
,-1590248528748062100,RUHLIG Farms & Greenhouses
P1389,1123115587746271061,"Michigan Materials & Aggregate Company, Stoneco of Michigan (P1389)"
,6754313065329556150,Ruhlig Farms & Greenhouses
P0244,6799148256506896818,KGL ASSOCIATES INC (P0244)
,-4585138971002861098,UNKNOWN
,-3523331744049927895,BERLIN CHARTER TOWNSHIP & S. ROCKWOOD FIRE DEPT
,993341491924885947,Commercial/residential mixed
,2447460373751191490,UNKNOWN
K2695,7552971029930523501,F.W. RITTER SONS COMPANY (K2695)
,8899599696077734974,TLA Rockwood
