id,name,zip_code,county,full_address,geometry
A6260,ALGONAC CAST PRODUCTS INC,48001,SAINT CLAIR,"9300 STONE ROAD, ALGONAC, MI","[-82.54572189999999, 42.6299997]"
N8094,SPEEDWAY SUPERAMERICA LLC (REM SITE SSA 8702),48001,SAINT CLAIR,"440 POINTE TREMBLE RD, ALGONAC, MI","[-82.5371631, 42.6138238]"
N6769,SUNSATION PRODUCTS INC,48001,SAINT CLAIR,"9635 KRETZ DR, ALGONAC, MI","[-82.5700738, 42.6222489]"
P1024,ALTA EQUIPMENT COMPANY,48001,KENT,"8840 BYRON COMMERCE DRIVE, BYRON CENTER, MI","[-85.6703763, 42.80414830000001]"
U741802378,FORMER RESTAURANT,48001,SAINT CLAIR,"4219 POINTE TREMBLE ROAD, CLAY TOWNSHIP, MI","[-82.56713599999999, 42.620197]"
P1089,CARL SCHEGEL,48001,JACKSON,"4500 MANN ROAD, CONCORD, MI","[-84.68608139999999, 42.1971472]"
P1015,"ENBRIDGE ENERGY, LP",48001,IRON,"SEC 35, T43N, R32W, CRYSTAL FALLS, MI","[-88.3340242, 46.0980066]"
P1030,"MCCOIG MATERIALS, LLC",48001,WAYNE,"1441 SPRINGWELLS COURT, DETROIT, MI","[-83.10444849999999, 42.2901586]"
P1147,"ST. MARY'S CEMENT, INC.",48001,WAYNE,"9333 DEARBORN STREET, DETROIT, MI","[-83.1290408, 42.2929286]"
P1001,"SC ENVIRONMENTAL SERVICES, LLC",48001,OAKLAND,"12166 DIXIE HIGHWAY, HOLLY, MI","[-83.578266, 42.852728]"
P1029,HAVILAND PRODUCTS COMPANY,48001,KALAMAZOO,"2722 NORTH BURDICK STREET, KALAMAZOO, MI","[-85.5831575, 42.318596]"
P1090,"GRAND RAPIDS CREMATORY, INC.",48001,KENT,"1649 VIEWPOND DRIVE SE, KENTWOOD, MI","[-85.62398549999999, 42.880871]"
P0998,MI GRAVEL DBA TCA MANAGEMENT LLC,48001,TUSCOLA,"10222 SHERIDAN ROAD, MILLINGTON, MI","[-83.482202, 43.2317725]"
P1083,AMERICAN STATE EQUIPMENT,48001,MACKINAC,"W5340 HIAWATHA TRAIL, NAUBINWAY, MI","[-85.4165099, 46.1261833]"
P1091,EXOTIC RUBBER & PLASTICS,48001,OAKLAND,"53500 GRAND RIVER AVENUE, NEW HUDSON, MI","[-83.5813934, 42.5048647]"
P1112,"MAYZIE, INC. DBA PET PASSAGES",48001,OAKLAND,"4577 LAPEER ROAD, ORION TWP, MI","[-83.2413538, 42.7152162]"
P1000,"QUALITY ROASTING, LLC",48001,TUSCOLA,"135 S. BRADLEYVILLE ROAD, REESE, MI","[-83.62141240000001, 43.4917903]"
P1016,GREAT LAKES AGGREGATES - LIPPMANN PLANT,48001,MONROE,"5699 READY ROAD, S ROCKWOOD, MI","[-83.2707959, 42.0534786]"
P1005,INDEPENDENCE EXCAVATING,48001,OAKLAND,"I-75 AND WEST BIG BEAVER ROAD, TROY, MI","[-83.1638267, 42.6015988]"
P1019,"GROUND EFFECTS, LLC",48001,MACOMB,"1990 CONCEPT DRIVE, WARREN, MI","[-83.08143450000001, 42.4797386]"
N8067,ARISTO CAST,48003,LAPEER,"7400 RESEARCH DR, ALMONT, MI","[-83.04981389999999, 42.9328091]"
U442102125,NOVAK'S SUPPLY AND EQUIPMENT,48003,LAPEER,"3620 M-53, ALMONT, MI","[-83.05725199999999, 42.959516]"
U441700575,VACANT BUILDING,48003,LAPEER,"401 CHURCH STREET, ALMONT, MI","[-83.0483876, 42.9237149]"
K2576,HENRY FORD MACOMB HEALTH CENTER -BRUCE TOWNSHIP,48003,MACOMB,"80650 EARLE MEMORIAL HOSPITAL, BRUCE TWP, MI","[-83.0398296, 42.886694]"
B8809,ARMADA GRAIN,48005,MACOMB,"73180 FULTON, ARMADA, MI","[-82.88261039999999, 42.83696399999999]"
N5696,ARMADA RUBBER MANUFACTURING CO,48005,MACOMB,"24586 ARMADA RIDGE RD, ARMADA, MI","[-82.8683528, 42.84543730000001]"
B6636,CONSUMERS ENERGY - RAY COMPRESSOR STATION,48005,MACOMB,"69333  OMO RD., ARMADA, MI","[-82.86568450000001, 42.8107738]"
N7047,HILCO TECHNOLOGIES,48005,MACOMB,"15211 LAETHEM DRIVE, ARMADA, MI","[-82.9788531, 42.8139571]"
P1160,KRAUSE VETERINARY CLINIC,48005,MACOMB,"72025 NORTH AVENUE, ARMADA, MI","[-82.887152, 42.8292101]"
E9903,"HOLSBEKE CONSTRUCTION, INC.",48005,MACOMB,"31071 DIVISION STREET, NEW HAVEN, MI","[-82.8003878, 42.7316491]"
B6145,DTE ELECTRIC COMPANY - GREENWOOD ENERGY CENTER,48006,SAINT CLAIR,"7000  KILGORE ROAD, AVOCA, MI","[-82.6986921, 43.1067683]"
N7711,RGE AGGREGATES,48006,SAINT CLAIR,"8870 BRYCE RD, AVOCA, MI","[-82.6870964, 43.0188032]"
U631803621,COMMERCIAL BUILDING,48009,OAKLAND,"525 SOUTHFIELD, BIRMINGHAM, MI","[-83.2215514, 42.5433166]"
EN6300255,ETON CLEANERS,48009,OAKLAND,"217 NORTH ETON, BIRMINGHAM, MI","[-83.1964993, 42.5484428]"
EN6300049,GRANT STREET CLEANERS,48009,OAKLAND,"1190 GRANT STREET, BIRMINGHAM, MI","[-83.2102543, 42.5383755]"
U631509193,QUALITY COACH COLLISION,48009,OAKLAND,"2295 E. LINCOLN STREET, BIRMINGHAM, MI","[-83.19271540000001, 42.5393038]"
B6481,ANR PIPELINE COMPANY - CAPAC COMPRESSOR STATION,48014,SAINT CLAIR,"4876  KETTLEHUT RD., CAPAC, MI","[-82.9483376, 43.0380328]"
M3423,CAPACFARMERS ELEVATOR CO,48014,SAINT CLAIR,"220 HUNTER STREET, CAPAC, MI","[-82.924379, 43.0091908]"
U741612777,FORMER CAPAC STORAGE,48014,SAINT CLAIR,"5570 HACKMAN, MUSSEY TOWNSHIP, MI","[-82.8991195, 43.0586981]"
B8337,ANR PIPELINE CO.-MUTTONVILLE COMPRESSOR STATION,48014,MACOMB,"36555  29 MILE RD., MUTTONVILLE, MI","[-82.7454606, 42.7694054]"
N5107,"CREST FORD, INC.",48015,MACOMB,"26333 VAN DYKE, CENTER LINE, MI","[-83.028669, 42.4871496]"
B6379,SODECIA NORTH AMERICA,48015,MACOMB,"24331 SHERWOOD AVE, CENTER LINE, MI","[-83.0373396, 42.4708422]"
EN5000053,VAN DYKE CLEANERS,48015,MACOMB,"26677 VAN DYKE, CENTER LINE, MI","[-83.027969, 42.489765]"
N2828,COMPASS WHOLESALE TIRES & CAR PARTS,48015,MACOMB,"13125 8 MILE RD, STERLING HTS, MI","[-83.4470517, 42.4384914]"
A5095,"CREATIVE SOLUTIONS GROUP, INC.",48017,OAKLAND,"1250 CROOKS RD, CLAWSON, MI","[-83.16579390000001, 42.5439687]"
U631800016,RESIDENCE,48017,OAKLAND,"29 HIGH STREET, CLAWSON, MI","[-83.1419702, 42.5339617]"
U632100705,VACANT RESIDENTIAL,48017,OAKLAND,"444 N. ROCHESTER RD., CLAWSON, MI","[-83.1347232, 42.5371124]"
U631603918,FORMER THUNDERBIRD LANES,48017,OAKLAND,"400 W. MAPLE ROAD, TROY, MI","[-83.1532582, 42.5491481]"
U501807378,KEM-TEC LAND SURVEYORS,48021,MACOMB,"22556 GRATIOT AVE, EASTPOINTE, MI","[-82.957996, 42.463602]"
U741708252,FORMER ZLATES PLACE,48023,SAINT CLAIR,"7750 DIXIE HIGHWAY, FAIR HAVEN, MI","[-82.62147879999999, 42.6721603]"
U742001992,MALLARD POND CONSTRUCTION,48023,SAINT CLAIR,"9399 SHORTCUT ROAD, IRA TOWNSHIP, MI","[-82.6850269, 42.6928146]"
U501705432,FORMER BALLEW'S BAR & GRILL,48026,MACOMB,"31490 UTICA ROAD, FRASER, MI","[-82.9466688, 42.5290908]"
U741611695,CONRAD'S POULTRY FARM,48027,SAINT CLAIR,"7473 LAPPER ROAD, GOODELLS, MI","[-82.6298582, 42.9899844]"
U631501656,CAPITAL SALES COMPANY,48030,OAKLAND,"1471 E. NINE MILE ROAD, HAZEL PARK, MI","[-83.08933139999999, 42.4626509]"
U631610826,COMMERCIAL BUILDING,48030,OAKLAND,"348 E. NINE MILE ROAD, HAZEL PARK, MI","[-83.101766, 42.4612239]"
U631501658,MICHIGAN SPLINE GAGE COMPANY,48030,OAKLAND,"1626 E. NINE MILE ROAD, HAZEL PARK, MI","[-83.0876814, 42.4615201]"
U632103936,VACANT RESIDENTIAL,48030,OAKLAND,"39 E. MAPLEDALE, HAZEL PARK, MI","[-83.1035892, 42.4726565]"
U501501390,A & D INDUSTRIES,48036,MACOMB,"44645 MACOMB INDUSTRIAL DRIVE, CLINTON TOWSHIP, MI","[-82.88265249999999, 42.6260471]"
U741600997,"ENBRIDGE, INC.-MARYVILLE TAKE OFF METERING STATION",48040,SAINT CLAIR,"256 MURPHY DRIVE, MARYSVILLE, MI","[-82.5103321, 42.9026651]"
U741608785,PAUMAC TUBING LLC,48040,SAINT CLAIR,"315 CUTTLE ROAD, MARYSVILLE, MI","[-82.47650259999999, 42.8979806]"
U742102897,SEAWAY MOBILE HOME RANCH,48040,SAINT CLAIR,"50 MACK AVENUE, MARYSVILLE, MI","[-82.4769381, 42.8853911]"
U501611367,DANLYN CONTROLS,48042,MACOMB,"51410 MILANO DRIVE, MACOMB, MI","[-82.9656559, 42.6736778]"
U501501917,GREAT LAKES CUSTOMS,48043,MACOMB,"260 N. ROSE ST, MT. CLEMENS, MI","[-82.8945525, 42.6104563]"
U501700825,ANCHOR BAY PACKAGING CORPORATION,48047,MACOMB,"30871 23 MILE ROAD, BALTIMORE, MI","[-82.8003457, 42.6755215]"
U501601738,EBBCO INC,48047,MACOMB,"51536 INDUSTRIAL DRIVE, NEW BALTIMORE, MI","[-82.7536772, 42.6832184]"
U502100242,FORMER BAKERY,48047,MACOMB,"51005 WASHINGTON, NEW BALTIMORE, MI","[-82.7352832, 42.67963750000001]"
U501601736,"KBE PRECISIONS PRODUCTS, LLC",48047,MACOMB,"51537 INDUSTRIAL DRIVE, NEW BALTIMORE, MI","[-82.7550255, 42.6826956]"
U501505836,"ESPER GRAIN, LLC",48050,MACOMB,"32000 32 MILE ROAD, LENOX, MI","[-82.796776, 42.80316699999999]"
U501501393,"ATTICA HYDRAULIC EXCHANGE, INC.",48051,MACOMB,"48175 GRAIOT AVENUE, CHESTERFIELD, MI","[-82.8519651, 42.6538797]"
U501604278,ELITE FENCE PRODUCTS INC,48051,MACOMB,"50925 RICHARD W BLVD, CHESTERFIELD, MI 4, CHESTERFIELD TOWNSHIP, MI","[-82.8510208, 42.6729774]"
U502004021,APPLIED TECH INDUSTRIES,48051,MACOMB,"50271 E. RUSSELL SCHMIDT BLVD., NEW BALTIMORE, MI","[-82.8508526, 42.66424019999999]"
U741601170,RESIDENCE,48060,SAINT CLAIR,"930 COURT ST, PORT HURON, MI","[-82.4315147, 42.9714415]"
U742103434,TECHNI-COMP ENVIRONMENTAL,48060,SAINT CLAIR,"4200 DOVE ROAD, PORT HURON, MI","[-82.4907844, 42.9527862]"
U742103890,VACANT COMMERCIAL,48060,SAINT CLAIR,"1033 RIVER, PORT HURON, MI","[-82.43630069999999, 42.9848486]"
U742000292,VACANT HOTEL,48060,SAINT CLAIR,"1026 MILITARY, PORT HURON, MI","[-82.4240239, 42.9728532]"
U741611176,"CROWN GROUP, PT. HURON",48060,SAINT CLAIR,"1631 DOVE ST., PT. HURON, MI","[-82.4426076, 42.952734]"
U502000395,VACANT COMMERCIAL BUILDING,48062,MACOMB,"68059 S. MAIN ST., RICHMOND, MI","[-82.7497618, 42.8022666]"
U502001810,FORMER CLUBHOUSE,48063,MACOMB,"43653 GRATIOT, CLINTON TWP, MI","[-82.86929920000001, 42.6163657]"
U501801646,UNKNOWN,48065,MACOMB,"129 W. LAFEYETTE, ROMEO, MI","[-83.0147156, 42.8013677]"
U501809157,D&D MACHINERY MOVERS,48066,MACOMB,"29469 GROESBECK HWY, ROSEVILLE, MI","[-82.95679310000001, 42.512055]"
U501906362,FRANK BIZZOCCHI CEMENT CONSTRUCTION,48066,MACOMB,"29100 GROESBECK HIGHWAY, ROSEVILLE, MI","[-82.95641499999999, 42.5100862]"
U501807309,QUALITY TEXTURES,48066,MACOMB,"29800 PARKWAY, ROSEVILLE, MI","[-82.9494416, 42.5151499]"
U501704880,SEARS #1450,48066,MACOMB,"32123 GRATIOT AVENUE, ROSEVILLE, MI","[-82.9167069, 42.5333032]"
U631512639,AMBER CROSSING EAST APARTMENTS,48067,OAKLAND,"604-614 E. LINCOLN AVE, ROYAL OAK, MI","[-83.1376935, 42.4832097]"
U631501527,WING PATTERN,48071,OAKLAND,"32350 EDWARD AVE., MADIISON HEIGHTS, MI","[-83.101263, 42.5299708]"
U631601864,HENKEL CORPORATION-MADISON HEIGHTS FACILITY,48071,OAKLAND,"32100 STEPHENSON HIGHWAY, MADISION HEIGHTS, MI","[-83.11882279999999, 42.5282433]"
U631501295,"AROBOTECH SYSTEMS, INC.",48071,OAKLAND,"1524 E. AVIS DRIVE, MADISON HEIGHTS, MI","[-83.09107700000001, 42.5278688]"
U631501526,BARON INDUSTRIES,48071,OAKLAND,"999 E. MANDOLINE, MADISON HEIGHTS, MI","[-83.097281, 42.53297269999999]"
U631500948,"BRASCO INTERNATIONAL, INC.",48071,OAKLAND,"32400 INDUSTRIAL DRIVE, MADISON HEIGHTS, MI","[-83.08956789999999, 42.5291509]"
U631504719,MOBILITY WORKS,48071,OAKLAND,"1604 E. 14 MILE ROAD, MADISON HEIGHTS, MI","[-83.09023859999999, 42.5342259]"
U631501415,QCR TECH,48071,OAKLAND,"1605 E. AVIS DRIVE, MADISON HEIGHTS, MI","[-83.0899032, 42.5287134]"
U632104211,FUTURE PARKING LOTS FOR ADDRESS BELOW,48072,OAKLAND,"27799 WOODWARD, BERKLEY, MI","[-83.16460699999999, 42.4948511]"
U631800657,BP GAS STATION - COOLIDGE MART INC.,48073,OAKLAND,"4727 COOLIDGE HWY., ROYAL OAK, MI","[-83.1849012, 42.5320712]"
U631703385,"FIRE DEFENSE EQUIPMENT COMPANY, INC.",48073,OAKLAND,"4350 DELEMERE BOULEVARD, ROYAL OAK, MI","[-83.17641429999999, 42.52875359999999]"
U631809155,H.A. KING,48073,OAKLAND,"5038 LEAFDALE, ROYAL OAK, MI","[-83.17549319999999, 42.5364801]"
U631508688,"MAC CONSTRUCTION, INC.",48073,OAKLAND,"4909 FERNLEE ST., ROYAL OAK, MI","[-83.1783611, 42.534496]"
U631510427,UNITED RESIN CORPORATION,48073,OAKLAND,"4539 NORMANDY COURT, ROYAL OAK, MI","[-83.18132659999999, 42.5283171]"
U741807773,CARRYER PICTURE FRAMES,48074,SAINT CLAIR,"15 GAFFIELD DRIVE, SMITHS CREEK, MI","[-82.5168209, 42.90629149999999]"
U631910206,COMMERCIAL BUILDING,48075,OAKLAND,"20905 MAPLERIDGE AVENUE, SOUTHFIELD, MI","[-83.2378449, 42.4461914]"
U632104247,SOUTHFIELD POLICE BUILDING,48075,OAKLAND,"21500 NORTHWESTERN HIGHWAY, SOUTHFIELD, MI","[-83.2047516, 42.4510715]"
U632100334,UNKNOWN SOURCE NEAR 8 MILE RD. AND LAHSER RD.,48075,OAKLAND,"VICINITY OF 8 MILE AND LAHSER, SOUTHFIELD, MI","[-83.258507, 42.443158]"
U632002056,VACANT APARTMENT BUILDING,48075,OAKLAND,"16210 W. 9 MILE RD., SOUTHFIELD, MI","[-83.2076807, 42.4597725]"
U632003160,VACANT COMMERCIAL STRUCTURRE,48075,OAKLAND,"15919 W. 10 MILE, SOUTHFIELD, MI","[-83.2062162, 42.4735035]"
U631909932,VACANT COMMERCIAL PROPERTY,48076,OAKLAND,"29101 GREENFIELD, SOUTHFIELD, MI","[-83.20345429999999, 42.5040342]"
U741416277,CARSON FABRICATION COMPANY,48079,SAINT CLAIR,"1701 SINCLAIR STREET, ST. CLAIR, MI","[-82.506829, 42.8185178]"
U742103161,COMMERCIAL LOT,48082,SAINT CLAIR,"29103 HARPER, ST. CLAIR SHORES, MI","[-82.89852570000001, 42.508168]"
U821905626,FORMER ALLIED AUTOMOTIVE TECHNICAL CENTER,48083,WAYNE,"900 W. MAPLE, TROY, MI","[-83.1597075, 42.5489999]"
U631809167,FORMER TACO BELL,48083,OAKLAND,"3385 ROCHESTER ROAD, TROY, MI","[-83.12852269999999, 42.5690336]"
U822001281,BELLE TIRE,48084,WAYNE,"1650 W. MAPLE, TROY, MI","[-83.1699666, 42.5483541]"
U631801609,TERMINAL SUPPLY CO.,48084,OAKLAND,"1800 THUNDERBIRD, TROY, MI","[-83.1532582, 42.5515884]"
U631500569,US FARATHANE CORPORATION (USF),48084,OAKLAND,"750 WEST MAPLE ROAD, TROY, MI","[-83.1573624, 42.5494698]"
U631809314,RESIDENCE,48085,OAKLAND,"5383 ROCHESTER, TROY, MI","[-83.1297586, 42.5978576]"
U631810776,RESIDENCE,48085,OAKLAND,"1750 ABBOTSFORD, TROY, MI","[-83.11654999999999, 42.601437]"
U631809310,RESIDENTIAL BUILDING,48085,OAKLAND,"5164 ROCHESTER ROAD, TROY, MI","[-83.1286343, 42.5946274]"
U501508846,CAL'S AUTO TECH,48089,MACOMB,"20819 SCHOENHERR RD, WARREN, MI","[-82.98614909999999, 42.4505322]"
U501508249,DIVISION 6 FABRICATION AND INSTALLATION LLC,48089,MACOMB,"24201 HOOVER ROAD, WARREN, MI","[-83.00663589999999, 42.4727882]"
U501908479,FORMER FOUNDRY,48089,MACOMB,"22522 HOOVER, WARREN, MI","[-83.0039915, 42.4602934]"
U501810303,FORMER WRIGHT AND FILIPPIS BUILDING,48089,MACOMB,"11570 E. 11 MILE ROAD, WARREN, MI","[-83.0080211, 42.491081]"
U822105024,HITCHIN' POST BAR,48089,WAYNE,"11203 EIGHT MILE, WARREN, MI","[-83.01234339999999, 42.4488025]"
U501506678,HOOVER COLLISION,48089,MACOMB,"24151 HOOVER ROAD, WARREN, MI","[-83.0068038, 42.4725694]"
U501410988,"MITSUBISHI CHEMICAL PERFORMANCE POLYMERS, INC.",48089,MACOMB,"24060 HOOVER ROAD, WARREN, MI","[-83.0047471, 42.471871]"
U821703942,FORMER GAS STATION,48091,WAYNE,"3300 8 MILE, DETROIT, MI","[-83.1519814, 42.446545]"
U501509175,CHATTERTON MIDDLE SCHOOL,48091,MACOMB,"24333 RYAN, WARREN, MI","[-83.0671777, 42.47200369999999]"
U501701201,COMMERCIAL BUILDING,48091,MACOMB,"5703 E. EIGHT MILE ROAD, WARREN, MI","[-83.04631119999999, 42.4481865]"
U501505631,FITZGERALD HIGH SCHOOL,48091,MACOMB,"23200 RYAN ROAD, WARREN, MI","[-83.063655, 42.464306]"
U501809156,FUTURA CUSTOM KITCHENS,48091,MACOMB,"2929 JOHN B AVENUE, WARREN, MI","[-83.07430649999999, 42.4497498]"
U501507253,"GENEX WINDOW, INC.",48091,MACOMB,"23110 SHERWOOD AVE., WARREN, MI","[-83.034837, 42.46381640000001]"
U502001005,MOHAWK PLAZA,48091,MACOMB,"2005 E. 8 MILE, WARREN, MI","[-83.0814338, 42.4480846]"
U631415566,"WASTE FREE, LLC",48091,OAKLAND,"2333 SHERWOOD AVE., WARREN, MI","[-83.0357677, 42.4687715]"
U631502345,BP GAS STATION,48092,OAKLAND,"27700 MOUND ROAD, WARREN, MI","[-83.0453253, 42.49743720000001]"
U501702090,COMERICA BANK BUILDING,48093,MACOMB,"30500 VAN DYKE, WARREN, MI","[-83.0278298, 42.5179304]"
U501909799,HOOVER ROAD STORAGE CENTER LLC,48093,MACOMB,"27900 HOOVER ROAD, WARREN, MI","[-83.0054876, 42.4987868]"
U501512796,ROAD WAY INN HOTEL    /  WOODHAVEN ENTERPRISES INC,48093,MACOMB,"32035 VANDYKE AVE, WARREN, MI","[-83.0301281, 42.529829]"
U502004149,CERTIFIED MOTORS,48094,MACOMB,"60688 VAN DYKE, WASHINGTON, MI","[-83.0305346, 42.7406721]"
U501505926,VOGELSBERG GRAIN COMPANY,48097,MACOMB,"11570 JEDDO ROAD, YALE, MI","[-82.80211229999999, 43.1449553]"
U811802278,COMMERCIAL BUILDING,48103,WASHTENAW,"35 RESEARCH DR, ANN ARBOR, MI","[-83.74717969999999, 42.29767]"
U811802116,VACANT BUILDING,48103,WASHTENAW,"116 W. JEFFERSON ST., ANN ARBOR, MI","[-83.74964840000001, 42.276386]"
U812000244,VACANT RESIDENCE,48103,WASHTENAW,"734 GOTT, ANN ARBOR, MI","[-83.75672209999999, 42.2885269]"
U812100347,ANN ARBOR WOODS,48104,WASHTENAW,"2167 MEDFORD RD.,, ANN ARBOR, MI","[-83.7117095, 42.2571868]"
U812105401,FORMER STATE FARM INSURANCE,48104,WASHTENAW,"318 S. ASHLEY, ANN ARBOR, MI","[-83.75014630000001, 42.2789447]"
U811902562,RESIDENCE,48104,WASHTENAW,"818 HENRY, ANN ARBOR, MI","[-83.7378641, 42.26128]"
U822002320,FORMER LAKEVIEW TAVERN,48111,WAYNE,"584 MAIN ST., BELLEVILLE, MI","[-83.49286780000001, 42.21015360000001]"
U822100553,VACANT COMMERCIAL STRUCTURE,48111,WAYNE,"2025 RAWSONVILLE RD, BELLEVILLE, MI","[-83.54243439999999, 42.2173747]"
U471703377,COMMERCIAL OFFICE BUILDING,48116,LIVINGSTON,"810 E. GRAND RIVER AVE. SUITE I, BRIGHTON, MI","[-83.7751986, 42.5241394]"
U471509357,PHOENIX POLYMER COMPOUNDING LLC,48116,LIVINGSTON,"7290 KENSINGTON ROAD, BRIGHTON, MI","[-83.689853, 42.4985355]"
U471803725,VACANT APARTMENTS,48116,LIVINGSTON,"301 SECOND STREET, BRIGHTON, MI","[-83.78666009999999, 42.53145929999999]"
U581706408,RAM INDUSTRIES,48117,MONROE,"14250 ROMAINE, CARLETON, MI","[-83.3611991, 42.0839186]"
U811612393,COMMERCIAL BUILDING,48118,WASHTENAW,"106 MIDDLE STREET, CHELSEA, MI","[-84.0208141, 42.3178615]"
U821902769,FORMER NURSING HOME,48122,WAYNE,"2411 W. GRAND BOULEVARD, DETROIT, MI","[-83.096459, 42.3621089]"
U821806193,OAKWOOD FOOD CENTER,48122,WAYNE,"3600 OAKWOOD BOULEVARD, MELVINDALE, MI","[-83.1832305, 42.2812865]"
U821707516,FORMER BIG BOY,48124,WAYNE,"13001 MICHIGAN AVE, DEARBORN, MI","[-83.1702178, 42.323518]"
U821610264,RESIDENCE,48124,WAYNE,"20738  CARLYSLE, DEARBORN, MI","[-83.24104450000002, 42.2843689]"
U822000248,VACANT RESIDENCE,48124,WAYNE,"2659 HARDING, DETROIT, MI","[-82.9820551, 42.3709497]"
U821704604,APARTMENT BUILDINGS,48126,WAYNE,"5104-5120 OAKMAN, DEARBORN, MI","[-83.16829179999999, 42.3252414]"
U821809940,RESIDENTIAL PROPERTY,48126,WAYNE,"3636 BYRD, DEARBRON, MI","[-83.228522, 42.284477]"
U821705423,COMMERCIAL STRUCTURE,48127,WAYNE,"25245 FORD ROAD, DEARBORN, MI","[-83.28563869999999, 42.3265407]"
U821607716,RESIDENCE,48127,WAYNE,"26811 FORD ROAD, DEARBORN HEIGHTS, MI","[-83.3043986, 42.3259242]"
U821612160,RESIDENCE,48127,WAYNE,"26615 FORD ROAD, DEARBORN HEIGHTS, MI","[-83.30205869999999, 42.325864]"
U821600290,"SHAMA ENTERPRISES, INC. - FIRBIRD GAS STATION",48127,WAYNE,"6425 TELEGRAPH ROAD, DEARBORN HEIGHTS, MI","[-83.273534, 42.3345521]"
U821608788,FORMER CHURCH,48128,WAYNE,"24921 FORD RD, DEARBORN, MI","[-83.2816016, 42.3264854]"
U811905509,BULLION SALES INC.,48130,WASHTENAW,"8350 N TERRITORIAL ROAD, DEXTER, MI","[-83.9005219, 42.3861937]"
U822001288,BIG BOY,48134,WAYNE,"27050 TELEGRAPH ROAD, FLAT ROCK, MI","[-83.2860948, 42.108627]"
U822000580,VACANT COMMERCIAL PROPERTY,48135,WAYNE,"6332 MIDDLEBELT, GARDEN CITY, MI","[-83.33071679999999, 42.3325147]"
U471604422,MONROE RUBBISH- EQUIPMENT STORAGE AND PAINT BOOTH,48139,LIVINGSTON,"FEATHERLY DRIVE, HAMBURG, MI","[-83.80417179999999, 42.44778669999999]"
U471604420,MONROE RUBBISH- TRANSFER STATION,48139,LIVINGSTON,"10025 INDUSTRIAL DRIVE, HAMBURG, MI","[-83.792553, 42.454696]"
U821906565,VACANT BUILDING,48141,WAYNE,"26229 MICHIGAN AVE, INKSTER, MI","[-83.29580419999999, 42.2949414]"
U822002387,VACANT COMMERCIAL BUILDINGS,48141,WAYNE,"2226 AND 2228 INKSTER RD., INKSTER, MI","[-83.310513, 42.294767]"
U821704329,FORMER VFW CPL LAMBERT PFEIFFER POST,48150,WAYNE,"16736 ECORSE ROAD, ALLEN PARK, MI","[-83.2188946, 42.2569334]"
U821611421,CLOVERLANES BOWL,48150,WAYNE,"28900 SCHOOLCRAFT, LIVONIA, MI","[-83.3276678, 42.384434]"
U821510261,OKERSTROM BUILDING,48150,WAYNE,"13520 MERRIMAN RD, LIVONIA, MI","[-83.349756, 42.380578]"
U821709459,BJS RESTAURANT,48152,WAYNE,"19470 HAGGERTY RD, LIVONIA, MI","[-83.4324209, 42.4278926]"
U821609511,HOLMES MIDDLE SCHOOL,48154,WAYNE,"16200 NEWBURGH RD., LIVONIA, MI","[-83.4111503, 42.4045678]"
U812100043,FORMER YORKTOWN LIQUOR,48160,WASHTENAW,"1255 MILAN OAKVILLE ROAD, MILAN, MI","[-83.66188199999999, 42.0848609]"
U581701232,COMMERCIAL BUILDING WITH 6 ATTACHED APARTMENTS,48161,MONROE,"40 S. MONROE, MONROE, MI","[-83.3980716, 41.9162229]"
U581611031,FORMER FRIENDLY FORD DEALERSHIP,48161,MONROE,"1011 S. MONROE, MONROE, MI","[-83.4053935, 41.9062787]"
U581607696,SOUTH MONROE ELEMENTARY SCHOOL,48161,MONROE,"15488 EASTWOOD, MONROE, MI","[-83.41707939999999, 41.9030476]"
U582102229,FORMER MOBIL GAS STATION,48162,MONROE,"7051 N. MONROE STREET, MONROE, MI","[-83.373221, 41.9799275]"
U582102231,FORMER RESTAURANT,48162,MONROE,"7015 N. MONROE STREET, MONROE, MI","[-83.37363839999999, 41.9794889]"
U821808210,WALTZ RD. BRIDGE,48164,WAYNE,"19600 WALTZ RD., HURON TOWNSHIP, MI","[-83.40345459999999, 42.1612069]"
U631610743,CUMMINS BRIDGEWAY,48165,OAKLAND,"54250 GRAND RIVER AVENUE, NEW HUDSON, MI","[-83.5864407, 42.5062348]"
U631501703,KENTUCKY TRAILOR TECHNOLOGIES,48165,OAKLAND,"53000 GRAND RIVER AVENUE, NEW HUDSON, MI","[-83.5747087, 42.50397359999999]"
U631611951,"MARADA INDUSTRIES, INC.DBA COSMA BODY AND ASSEMBLY",48165,OAKLAND,"5475 GRAND RIVER AVENUE, NEW HUDSON, MI","[-83.8440864, 42.5773472]"
U631500414,USA-2-GO SUNOCO,48165,OAKLAND,"30560 MILFORD ROAD, NEW HUDSON, MI","[-83.61501249999999, 42.5147418]"
U582101894,VACANT COMMERCIAL,48166,MONROE,"10200 TELEGRAPH, CARLETON, MI","[-83.3415752, 42.0248013]"
U501809584,DONATO ENTERPRISES,48167,MACOMB,"81600 BELLE RIVER ROAD, MEMPHIS, MI","[-82.7725928, 42.9005916]"
U631907801,NORTHVILLE LUMBER COMPANY,48167,OAKLAND,"777 BASELINE ROAD, NORTHVILLE, MI","[-83.4741073, 42.43929720000001]"
